goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.2017,0.2017,0.2017,0.2017,0.195,0.2017,9.6683,1
0.185,0.1783,0.2083,0.2167,0.2083,0.2167,18.6867,2
0.135,0.165,0.11,0.3,0.2867,0.3,12.2883,3
0.035,0.035,0.0267,0.5517,0.3483,0.5517,11.6483,4
0.0117,0.0117,0.0117,0.7183,0.245,0.7183,8.75,5
0.0,0.0,0.0,1.0,0.0,1.0,6.0883,6
