goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0.2,0.2,0.2,0.2,0.2,0.2,1.1,0.8,1607115176545
0.17,0,0.39,0.22,0.22,0,28.09,0.2,1607115360280
0,0.83,0.17,0,0,0.83,17.35,1.39,1607115985491
0,0.5,0.5,0,0,0.5,16.21,0.7,1607116484782
0.12,0.4,0.4,0.08,0,0.4,14.62,1.16,1607117862378
0.04,0.21,0.38,0.33,0.04,0.21,12.95,0.69,1607118747929
