goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.1917,0.1983,0.1983,0.205,0.205,0.205,10.0067,1
0.0317,0.0317,0.06,0.5217,0.355,0.5217,12.865,2
0.1,0.0767,0.1967,0.3483,0.2767,0.3483,13.3417,3
0.1017,0.085,0.195,0.3433,0.2733,0.3433,9.2517,4
0.03,0.03,0.16,0.3283,0.4483,0.3283,12.2133,5
0.0083,0.0083,0.0333,0.3517,0.6,0.3517,9.3033,6
0.0,0.0,0.0,0.9167,0.0833,0.9167,7.08,7
