goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.2414,0.1929,0.2057,0.1757,0.1814,0.2414,12.8443,1
0.2286,0.18,0.2529,0.1686,0.17,0.2286,13.95,2
0.2643,0.2386,0.1743,0.1714,0.15,0.2643,11.3314,3
0.2429,0.2929,0.14,0.2029,0.12,0.2429,12.8943,4
0.4114,0.4129,0.07,0.05,0.0543,0.4114,12.3743,5
0.3614,0.6171,0.0157,0.0071,0.0,0.3614,8.2014,6
0.7229,0.2557,0.0157,0.0071,0.0,0.7229,7.0214,7
