goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.1967,0.215,0.1967,0.1967,0.1967,0.1967,11.2533,1
0.2217,0.0767,0.2267,0.2467,0.2267,0.2267,12.895,2
0.27,0.0083,0.27,0.0083,0.4367,0.4367,13.5683,3
0.0,0.0,0.0,0.0,1.0,1.0,7.24,4
