goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.1971,0.1843,0.22,0.1757,0.2243,0.2243,14.2286,1
0.0729,0.0186,0.0186,0.4914,0.3986,0.3986,21.0029,2
0.0,0.0,0.0,0.0,1.0,1.0,8.8343,3
0.0,0.0,0.0,0.0,1.0,1.0,6.0886,4
