"counter__count","results__|","results__|__goal_probs_0","results__|__goal_probs_1","results__|__goal_probs_2","results__|__goal_probs_3","results__|__goal_probs_4","results__|__reward_score","results__|__time_spent","results__|__timestep","results__|__true_goal_probs","results__a"
"","","0","0","0","0","1","1.5","18.955","7","1",""
"","","0","0","0","0","1","2.5","4.976","8","1",""
"","","0","0","0","0","1","3.5","5.829","9","1",""
"","1607115201867_problem_4_4","0.29411764705882354","0.29411764705882354","0.17647058823529413","0.17647058823529413","0.058823529411764705","0.29411764705882354","0","1","0.29411764705882354",""
"","","0.5","0.5","0","0","0","0.7941176470588236","0","2","0.5",""
"","","0.5","0.5","0","0","0","1.2941176470588236","0","3","0.5",""
"","","0.5","0.5","0","0","0","1.7941176470588236","0","4","0.5",""
"","","0.5","0.5","0","0","0","2.2941176470588234","0","5","0.5",""
"","","0.7142857142857143","0.2857142857142857","0","0","0","3.008403361344538","0","6","0.7142857142857143",""
"","","0.7142857142857143","0.2857142857142857","0","0","0","3.722689075630252","0","7","0.7142857142857143",""
"","","0.18518518518518517","0.18518518518518517","0.18518518518518517","0.2222222222222222","0.2222222222222222","0.2222222222222222","18.556","1","0.2222222222222222",""
"","","0","0","0","0.5","0.5","0.7222222222222222","15.038","2","0.5",""
"","","0","0","0","0","1","1.7222222222222223","7.221","3","1",""
"","","0","0","0","0","1","2.7222222222222223","10.682","4","1",""
"","1607115201867_tutorial","0.29411764705882354","0.29411764705882354","0.17647058823529413","0.17647058823529413","0.058823529411764705","0.29411764705882354","0","1","0.29411764705882354",""
"","","0.5","0.5","0","0","0","0.7941176470588236","0","2","0.5",""
"","","0.5","0.5","0","0","0","1.2941176470588236","0","3","0.5",""
"","","0.5","0.5","0","0","0","1.7941176470588236","0","4","0.5",""
"","","0.5","0.5","0","0","0","2.2941176470588234","0","5","0.5",""
"","","0.7142857142857143","0.2857142857142857","0","0","0","3.008403361344538","0","6","0.7142857142857143",""
"","","0.7142857142857143","0.2857142857142857","0","0","0","3.722689075630252","0","7","0.7142857142857143",""
"","1607115232260_problem_1_1","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.19230769230769232","0.19230769230769232","0.19230769230769232","0.23076923076923078","0.19230769230769232","0.39230769230769236","0","2","0.19230769230769232",""
"","","0.2","0.2","0.2","0.2","0.2","0.5923076923076924","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.7923076923076924","0","4","0.2",""
"","","0.4","0.35","0.05","0.1","0.1","1.1923076923076925","0","5","0.4",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","1.7217194570135748","0","6","0.5294117647058824",""
"","","1","0","0","0","0","2.7217194570135748","0","7","1",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","8.473","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","9.144","2","0.2",""
"","","0.5","0.5","0","0","0","0.9","21.995","3","0.5",""
"","","0.5","0.5","0","0","0","1.4","8.891","4","0.5",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","1.9294117647058822","9.032","5","0.5294117647058824",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","2.4588235294117644","9.78","6","0.5294117647058824",""
"","","1","0","0","0","0","3.4588235294117644","7.925","7","1",""
"","1607115232260_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.19230769230769232","0.19230769230769232","0.19230769230769232","0.23076923076923078","0.19230769230769232","0.39230769230769236","0","2","0.19230769230769232",""
"","","0.2","0.2","0.2","0.2","0.2","0.5923076923076924","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.7923076923076924","0","4","0.2",""
"","","0.4","0.35","0.05","0.1","0.1","1.1923076923076925","0","5","0.4",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","1.7217194570135748","0","6","0.5294117647058824",""
"","","1","0","0","0","0","2.7217194570135748","0","7","1",""
"","1607115323722_problem_0_2","0.1794871794871795","0.1794871794871795","0.20512820512820512","0.23076923076923078","0.20512820512820512","0.23076923076923078","9.999","1","0.23076923076923078",""
"","","0.1794871794871795","0.1794871794871795","0.20512820512820512","0.23076923076923078","0.20512820512820512","0.46153846153846156","5.552","2","0.23076923076923078",""
"","","0.175","0.175","0.2","0.25","0.2","0.7115384615384616","7.633","3","0.25",""
"","","0.175","0.175","0.2","0.25","0.2","0.9615384615384616","4.168","4","0.25",""
"","1607115323722_problem_2_4","0.2","0.2222222222222222","0.17777777777777778","0.17777777777777778","0.2222222222222222","0.2","0","1","0.2",""
"","","0.3125","0.3125","0.09375","0.125","0.15625","0.5125","0","2","0.3125",""
"","","0.3125","0.3125","0.09375","0.125","0.15625","0.825","0","3","0.3125",""
"","","0.3333333333333333","0.3333333333333333","0.1","0.06666666666666667","0.16666666666666666","1.1583333333333332","0","4","0.3333333333333333",""
"","","0.3333333333333333","0.3333333333333333","0.1","0.06666666666666667","0.16666666666666666","1.4916666666666665","0","5","0.3333333333333333",""
"","","0.3333333333333333","0.3333333333333333","0.1","0.06666666666666667","0.16666666666666666","1.8249999999999997","0","6","0.3333333333333333",""
"","","0.37037037037037035","0.25925925925925924","0.1111111111111111","0.07407407407407407","0.18518518518518517","2.19537037037037","0","7","0.37037037037037035",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","2.716","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","7.271","2","0.2",""
"","","0.18421052631578946","0.23684210526315788","0.18421052631578946","0.15789473684210525","0.23684210526315788","0.6368421052631579","12.705","3","0.23684210526315788",""
"","","0.17073170731707318","0.21951219512195122","0.24390243902439024","0.14634146341463414","0.21951219512195122","0.8563543003851091","10.672","4","0.21951219512195122",""
"","","0.175","0.225","0.2","0.15","0.25","1.106354300385109","7.528","5","0.25",""
"","","0.175","0.225","0.2","0.15","0.25","1.356354300385109","5.422","6","0.25",""
"","","0.175","0.225","0.2","0.15","0.25","1.606354300385109","6.456","7","0.25",""
"","","0.175","0.225","0.2","0.15","0.25","1.856354300385109","3.993","8","0.25",""
"","1607115323722_problem_3_4","0.2","0.2","0.2","0.2","0.2","0.2","3.736","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","4.2","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","4.472","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","4.656","4","0.2",""
"","","0.20512820512820512","0.20512820512820512","0.15384615384615385","0.23076923076923078","0.20512820512820512","1.0307692307692309","9.215","5","0.23076923076923078",""
"","","0.2","0.2","0.15","0.25","0.2","1.2807692307692309","6.408","6","0.25",""
"","","0.2","0.2","0.15","0.25","0.2","1.5307692307692309","4.208","7","0.25",""
"","","0.2","0.2","0.15","0.25","0.2","1.7807692307692309","3.801","8","0.25",""
"","","0.2","0.2","0.15","0.25","0.2","2.0307692307692307","4.841","9","0.25",""
"","","0.2","0.2","0.15","0.25","0.2","2.2807692307692307","1.534","10","0.25",""
"","1607115323722_tutorial","0.2","0.2222222222222222","0.17777777777777778","0.17777777777777778","0.2222222222222222","0.2","0","1","0.2",""
"","","0.3125","0.3125","0.09375","0.125","0.15625","0.5125","0","2","0.3125",""
"","","0.3125","0.3125","0.09375","0.125","0.15625","0.825","0","3","0.3125",""
"","","0.3333333333333333","0.3333333333333333","0.1","0.06666666666666667","0.16666666666666666","1.1583333333333332","0","4","0.3333333333333333",""
"","","0.3333333333333333","0.3333333333333333","0.1","0.06666666666666667","0.16666666666666666","1.4916666666666665","0","5","0.3333333333333333",""
"","","0.3333333333333333","0.3333333333333333","0.1","0.06666666666666667","0.16666666666666666","1.8249999999999997","0","6","0.3333333333333333",""
"","","0.37037037037037035","0.25925925925925924","0.1111111111111111","0.07407407407407407","0.18518518518518517","2.19537037037037","0","7","0.37037037037037035",""
"","1607115360280_problem_0_4","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","0","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","0","6","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","0","7","0.2",""
"","","0.18518518518518517","0.18518518518518517","0.25925925925925924","0.18518518518518517","0.18518518518518517","0.18518518518518517","16.683","1","0.18518518518518517",""
"","","0","0","1","0","0","0.18518518518518517","36.36","2","0",""
"","","0.4166666666666667","0.5833333333333334","0","0","0","0.7685185185185186","32.064","3","0.5833333333333334",""
"","","0.3333333333333333","0.4666666666666667","0.2","0","0","1.2351851851851854","33.168","4","0.4666666666666667",""
"","","0.5","0.5","0","0","0","1.7351851851851854","17.352","5","0.5",""
"","","0.42857142857142855","0.5714285714285714","0","0","0","2.306613756613757","10.184","6","0.5714285714285714",""
"","","0.3333333333333333","0.6666666666666666","0","0","0","2.9732804232804235","5.608","7","0.6666666666666666",""
"","","0","1","0","0","0","3.9732804232804235","7.808","8","1",""
"","1607115360280_problem_2_3","0.2","0.2","0.2","0.2","0.2","0.2","11.432","1","0.2",""
"","","0.08333333333333333","0.08333333333333333","0.08333333333333333","0.6666666666666666","0.08333333333333333","0.2833333333333333","29.071","2","0.08333333333333333",""
"","","0","0","0","0.6666666666666666","0.3333333333333333","0.2833333333333333","32.024","3","0",""
"","","0","0","0","0.6666666666666666","0.3333333333333333","0.2833333333333333","30.497","4","0",""
"","","0","0","0","0.6666666666666666","0.3333333333333333","0.2833333333333333","21.904","5","0",""
"","","0","0","0","0.6666666666666666","0.3333333333333333","0.2833333333333333","11.919","6","0",""
"","","0","0","0","0.6666666666666666","0.3333333333333333","0.2833333333333333","15.152","7","0",""
"","","0","1","0","0","0","1.2833333333333332","19.409","8","1",""
"","","0","1","0","0","0","2.283333333333333","7.416","9","1",""
"","","0","1","0","0","0","3.283333333333333","4.424","10","1",""
"","1607115360280_problem_3_1","0.2","0.2","0.2","0.2","0.2","0.2","9.824","1","0.2",""
"","","0.30434782608695654","0","0","0.34782608695652173","0.34782608695652173","0.2","30.112","2","0",""
"","","0.25","0","0","0.5","0.25","0.2","9.896","3","0",""
"","","0.16666666666666666","0","0.3888888888888889","0.2222222222222222","0.2222222222222222","0.2","28.087","4","0",""
"","","0.08333333333333333","0","0.75","0.08333333333333333","0.08333333333333333","0.2","13.385","5","0",""
"","","0.08333333333333333","0","0.75","0.08333333333333333","0.08333333333333333","0.2","16.2","6","0",""
"","1607115360280_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","0","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","0","6","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","0","7","0.2",""
"","1607115376410_problem_0_3","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.5","0.5","0","0","0","0.7","0","2","0.5",""
"","","0.5","0.5","0","0","0","1.2","0","3","0.5",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","0","4","0.2",""
"","","1","0","0","0","0","2.4","0","5","1",""
"","","1","0","0","0","0","3.4","0","6","1",""
"","","1","0","0","0","0","4.4","0","7","1",""
"","","0","0.25","0.25","0.25","0.25","0.25","11.133","1","0.25",""
"","","0","1","0","0","0","0.25","21.961","2","0",""
"","","0","1","0","0","0","0.25","8.61","3","0",""
"","","0","0","1","0","0","1.25","15.915","4","1",""
"","","0","0","1","0","0","2.25","6.71","5","1",""
"","1607115376410_problem_2_2","0.2","0.2","0.2","0.2","0.2","0.2","10.359","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","14.179","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","17.33","3","0.2",""
"","","1","0","0","0","0","0.6000000000000001","22.241","4","0",""
"","","1","0","0","0","0","0.6000000000000001","15.062","5","0",""
"","","1","0","0","0","0","0.6000000000000001","13.251","6","0",""
"","","0","0","1","0","0","0.6000000000000001","15.64","7","0",""
"","","0","0","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.9333333333333333","15.779","8","0.3333333333333333",""
"","","0","0","0","1","0","0.9333333333333333","16.931","9","0",""
"","","0","0","0","1","0","0.9333333333333333","4.011","10","0",""
"","1607115376410_problem_4_1","0.2","0.2","0.2","0.2","0.2","0.2","5.257","1","0.2",""
"","","0","0","1","0","0","0.2","23.53","2","0",""
"","","0","0","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.5333333333333333","23.871","3","0.3333333333333333",""
"","","0","0","0","1","0","1.5333333333333332","25.581","4","1",""
"","","0","0","0","1","0","2.533333333333333","4.821","5","1",""
"","1607115376410_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.5","0.5","0","0","0","0.7","0","2","0.5",""
"","","0.5","0.5","0","0","0","1.2","0","3","0.5",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","0","4","0.2",""
"","","1","0","0","0","0","2.4","0","5","1",""
"","","1","0","0","0","0","3.4","0","6","1",""
"","","1","0","0","0","0","4.4","0","7","1",""
"","1607115406142_problem_1_2","0.2","0.2","0.2","0.2","0.2","0.2","4.785","1","0.2",""
"","","0.5","0.5","0","0","0","0.7","15.312","2","0.5",""
"","","0.5","0.5","0","0","0","1.2","7.866","3","0.5",""
"","","0.5","0.5","0","0","0","1.7","4.528","4","0.5",""
"","","0.5","0.5","0","0","0","2.2","3.92","5","0.5",""
"","","0.5","0.5","0","0","0","2.7","4.16","6","0.5",""
"","","0.5","0.5","0","0","0","3.2","15.24","7","0.5",""
"","1607115406142_problem_3_3","0.2","0.2","0.2","0.2","0.2","0.2","2.64","1","0.2",""
"","","0.3333333333333333","0","0","0.3333333333333333","0.3333333333333333","0.5333333333333333","23.725","2","0.3333333333333333",""
"","","0.3333333333333333","0","0","0.3333333333333333","0.3333333333333333","0.8666666666666667","10.608","3","0.3333333333333333",""
"","","0","0","0","0","1","1.8666666666666667","8.736","4","1",""
"","","0","0","0","0","1","2.8666666666666667","3.768","5","1",""
"","","0","0","0","0","1","3.8666666666666667","3.632","6","1",""
"","","0","0","0","0","1","4.866666666666667","3.624","7","1",""
"","","0","0","0","0","1","5.866666666666667","3.953","8","1",""
"","","0","0","0","0","1","6.866666666666667","6.063","9","1",""
"","1607115406142_problem_4_4","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.42857142857142855","0.42857142857142855","0.047619047619047616","0.047619047619047616","0.047619047619047616","0.6285714285714286","0","2","0.42857142857142855",""
"","","0.06666666666666667","0.06666666666666667","0.4","0.06666666666666667","0.4","0.6952380952380952","0","3","0.06666666666666667",""
"","","0.06666666666666667","0.06666666666666667","0.4","0.06666666666666667","0.4","0.7619047619047619","0","4","0.06666666666666667",""
"","","0.5","0.5","0","0","0","1.2619047619047619","0","5","0.5",""
"","","0.5","0.5","0","0","0","1.7619047619047619","0","6","0.5",""
"","","1","0","0","0","0","2.761904761904762","0","7","1",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","6.886","1","0.2",""
"","","0","0","0","0.5","0.5","0.7","29.08","2","0.5",""
"","","0","0","0","0","1","1.7","8.311","3","1",""
"","","0","0","0","0","1","2.7","7.112","4","1",""
"","1607115406142_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.42857142857142855","0.42857142857142855","0.047619047619047616","0.047619047619047616","0.047619047619047616","0.6285714285714286","0","2","0.42857142857142855",""
"","","0.06666666666666667","0.06666666666666667","0.4","0.06666666666666667","0.4","0.6952380952380952","0","3","0.06666666666666667",""
"","","0.06666666666666667","0.06666666666666667","0.4","0.06666666666666667","0.4","0.7619047619047619","0","4","0.06666666666666667",""
"","","0.5","0.5","0","0","0","1.2619047619047619","0","5","0.5",""
"","","0.5","0.5","0","0","0","1.7619047619047619","0","6","0.5",""
"","","1","0","0","0","0","2.761904761904762","0","7","1",""
"","1607115408614_problem_1_1","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","0.8333333333333334","0","1","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","1.6666666666666667","0","2","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","2.5","0","3","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","3.3333333333333335","0","4","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","4.166666666666667","0","5","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","5","0","6","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","5.833333333333333","0","7","0.8333333333333334",""
"","","0.4166666666666667","0.08333333333333333","0.2916666666666667","0.08333333333333333","0.125","0.4166666666666667","8.987","1","0.4166666666666667",""
"","","0.4166666666666667","0.08333333333333333","0.2916666666666667","0.08333333333333333","0.125","0.8333333333333334","5.68","2","0.4166666666666667",""
"","","0.4166666666666667","0.08333333333333333","0.2916666666666667","0.08333333333333333","0.125","1.25","5.694","3","0.4166666666666667",""
"","","0.14814814814814814","0.2222222222222222","0.07407407407407407","0.2962962962962963","0.25925925925925924","1.3981481481481481","14.034","4","0.14814814814814814",""
"","","0.5","0.3333333333333333","0.1111111111111111","0.05555555555555555","0","1.8981481481481481","9.584","5","0.5",""
"","","0.5263157894736842","0.3157894736842105","0.10526315789473684","0.05263157894736842","0","2.4244639376218324","5.176","6","0.5263157894736842",""
"","","0.5263157894736842","0.3157894736842105","0.10526315789473684","0.05263157894736842","0","2.9507797270955165","4","7","0.5263157894736842",""
"","1607115408614_problem_2_1","0.2","0.2","0.2","0.2","0.2","0.2","4.184","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","3.877","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","3.867","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","3.744","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","4.48","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","6.855","6","0.2",""
"","","0.13333333333333333","0.06666666666666667","0.06666666666666667","0.4","0.3333333333333333","1.2666666666666666","13.833","7","0.06666666666666667",""
"","","0.13333333333333333","0.06666666666666667","0.06666666666666667","0.4","0.3333333333333333","1.3333333333333333","3.936","8","0.06666666666666667",""
"","","0.13333333333333333","0.06666666666666667","0.06666666666666667","0.4","0.3333333333333333","1.4","3.648","9","0.06666666666666667",""
"","","0.13333333333333333","0.06666666666666667","0.06666666666666667","0.4","0.3333333333333333","1.4666666666666666","3.487","10","0.06666666666666667",""
"","","0.13333333333333333","0.06666666666666667","0.06666666666666667","0.4","0.3333333333333333","1.5333333333333332","4.16","11","0.06666666666666667",""
"","","0.3157894736842105","0.47368421052631576","0.05263157894736842","0.10526315789473684","0.05263157894736842","2.007017543859649","8.656","12","0.47368421052631576",""
"","","0.3157894736842105","0.47368421052631576","0.05263157894736842","0.10526315789473684","0.05263157894736842","2.480701754385965","4.072","13","0.47368421052631576",""
"","1607115408614_problem_3_4","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","7.464","1","0.16666666666666666",""
"","","0.3125","0.15625","0.15625","0.15625","0.21875","0.32291666666666663","4.832","2","0.15625",""
"","","0.29411764705882354","0.14705882352941177","0.20588235294117646","0.14705882352941177","0.20588235294117646","0.4699754901960784","3.721","3","0.14705882352941177",""
"","","0.2631578947368421","0.13157894736842105","0.18421052631578946","0.23684210526315788","0.18421052631578946","0.7068175954592363","3.97","4","0.23684210526315788",""
"","","0.29411764705882354","0.029411764705882353","0.20588235294117646","0.2647058823529412","0.20588235294117646","0.9715234778121775","4.637","5","0.2647058823529412",""
"","","0.29411764705882354","0.029411764705882353","0.20588235294117646","0.2647058823529412","0.20588235294117646","1.2362293601651186","3.896","6","0.2647058823529412",""
"","","0.29411764705882354","0.029411764705882353","0.20588235294117646","0.2647058823529412","0.20588235294117646","1.5009352425180598","3.786","7","0.2647058823529412",""
"","","0.05263157894736842","0.05263157894736842","0.3684210526315789","0.47368421052631576","0.05263157894736842","1.9746194530443755","8.855","8","0.47368421052631576",""
"","","0.07142857142857142","0.07142857142857142","0.07142857142857142","0.7142857142857143","0.07142857142857142","2.68890516733009","6.384","9","0.7142857142857143",""
"","","0.07142857142857142","0.07142857142857142","0.07142857142857142","0.7142857142857143","0.07142857142857142","3.4031908816158043","5.095","10","0.7142857142857143",""
"","1607115408614_tutorial","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","0.8333333333333334","0","1","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","1.6666666666666667","0","2","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","2.5","0","3","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","3.3333333333333335","0","4","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","4.166666666666667","0","5","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","5","0","6","0.8333333333333334",""
"","","0.8333333333333334","0","0","0.08333333333333333","0.08333333333333333","5.833333333333333","0","7","0.8333333333333334",""
"","1607115480159_problem_0_2","0.16666666666666666","0.2","0.16666666666666666","0.2","0.26666666666666666","0.2","33.11","1","0.2",""
"","","0.16666666666666666","0.2","0.16666666666666666","0.2","0.26666666666666666","0.4","0.893","2","0.2",""
"","","0.1724137931034483","0.20689655172413793","0.1724137931034483","0.3103448275862069","0.13793103448275862","0.710344827586207","6.988","3","0.3103448275862069",""
"","","0.16666666666666666","0.2","0.16666666666666666","0.3333333333333333","0.13333333333333333","1.0436781609195402","5.65","4","0.3333333333333333",""
"","1607115480159_problem_2_4","0.17857142857142858","0.17857142857142858","0.25","0.21428571428571427","0.17857142857142858","0.17857142857142858","0","1","0.17857142857142858",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","0.4119047619047619","0","2","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","0.6452380952380952","0","3","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","0.8785714285714286","0","4","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","1.111904761904762","0","5","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","1.3452380952380953","0","6","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","1.5785714285714287","0","7","0.23333333333333334",""
"","","0.2413793103448276","0.2413793103448276","0.20689655172413793","0.1724137931034483","0.13793103448275862","0.13793103448275862","84.732","1","0.13793103448275862",""
"","","0.17391304347826086","0.13043478260869565","0.17391304347826086","0.30434782608695654","0.21739130434782608","0.3553223388305847","18.92","2","0.21739130434782608",""
"","","0.14285714285714285","0.10714285714285714","0.14285714285714285","0.25","0.35714285714285715","0.7124651959734418","10.987","3","0.35714285714285715",""
"","","0.13793103448275862","0.10344827586206896","0.13793103448275862","0.27586206896551724","0.3448275862068966","1.0572927821803384","10.372","4","0.3448275862068966",""
"","","0.16666666666666666","0.1","0.13333333333333333","0.26666666666666666","0.3333333333333333","1.3906261155136717","6.123","5","0.3333333333333333",""
"","","0.20833333333333334","0.125","0.16666666666666666","0.3333333333333333","0.16666666666666666","1.5572927821803384","6.425","6","0.16666666666666666",""
"","","0.17857142857142858","0.10714285714285714","0.2857142857142857","0.2857142857142857","0.14285714285714285","1.7001499250374812","5.309","7","0.14285714285714285",""
"","","0.14705882352941177","0.08823529411764706","0.23529411764705882","0.23529411764705882","0.29411764705882354","1.9942675720963048","8.012","8","0.29411764705882354",""
"","1607115480159_problem_3_4","0.21621621621621623","0.1891891891891892","0.24324324324324326","0.13513513513513514","0.21621621621621623","0.13513513513513514","51.634","1","0.13513513513513514",""
"","","0.14705882352941177","0.17647058823529413","0.2647058823529412","0.20588235294117646","0.20588235294117646","0.3410174880763116","36.519","2","0.20588235294117646",""
"","","0.15625","0.21875","0.25","0.1875","0.1875","0.5285174880763116","51.935","3","0.1875",""
"","","0.1935483870967742","0.16129032258064516","0.1935483870967742","0.2903225806451613","0.16129032258064516","0.818840068721473","29.774","4","0.2903225806451613",""
"","","0.16216216216216217","0.13513513513513514","0.21621621621621623","0.24324324324324326","0.24324324324324326","1.0620833119647162","50.252","5","0.24324324324324326",""
"","","0.15384615384615385","0.1794871794871795","0.20512820512820512","0.23076923076923078","0.23076923076923078","1.292852542733947","40.189","6","0.23076923076923078",""
"","","0.15151515151515152","0.24242424242424243","0.21212121212121213","0.24242424242424243","0.15151515151515152","1.5352767851581894","117.92","7","0.24242424242424243",""
"","","0.16129032258064516","0.2903225806451613","0.22580645161290322","0.16129032258064516","0.16129032258064516","1.6965671077388347","19.201","8","0.16129032258064516",""
"","","0.16129032258064516","0.2903225806451613","0.22580645161290322","0.16129032258064516","0.16129032258064516","1.85785743031948","24.167","9","0.16129032258064516",""
"","","0.14285714285714285","0.09523809523809523","0.09523809523809523","0.47619047619047616","0.19047619047619047","2.334047906509956","20.186","10","0.47619047619047616",""
"","1607115480159_tutorial","0.17857142857142858","0.17857142857142858","0.25","0.21428571428571427","0.17857142857142858","0.17857142857142858","0","1","0.17857142857142858",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","0.4119047619047619","0","2","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","0.6452380952380952","0","3","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","0.8785714285714286","0","4","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","1.111904761904762","0","5","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","1.3452380952380953","0","6","0.23333333333333334",""
"","","0.23333333333333334","0.16666666666666666","0.23333333333333334","0.2","0.16666666666666666","1.5785714285714287","0","7","0.23333333333333334",""
"","1607115486517_problem_1_4","0.25","0.25","0.125","0.1875","0.1875","0.25","0","1","0.25",""
"","","0.5","0.5","0","0","0","0.75","0","2","0.5",""
"","","0.5","0.5","0","0","0","1.25","0","3","0.5",""
"","","0.5","0.5","0","0","0","1.75","0","4","0.5",""
"","","0.5","0.5","0","0","0","2.25","0","5","0.5",""
"","","0.5","0.5","0","0","0","2.75","0","6","0.5",""
"","","0.5","0.5","0","0","0","3.25","0","7","0.5",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","11.662","1","0.2",""
"","","0.4375","0.4375","0","0.0625","0.0625","0.2","15.087","2","0",""
"","","0","0","0","0.5","0.5","0.2","10.488","3","0",""
"","","0","0","1","0","0","1.2","10.72","4","1",""
"","","0","0","1","0","0","2.2","3.912","5","1",""
"","","0","0","1","0","0","3.2","5.712","6","1",""
"","1607115486517_problem_3_2","0.2","0.2","0.2","0.2","0.2","0.2","4.849","1","0.2",""
"","","0.3333333333333333","0","0","0.3333333333333333","0.3333333333333333","0.5333333333333333","13.423","2","0.3333333333333333",""
