"counter__count","results__|","results__|__goal_probs_0","results__|__goal_probs_1","results__|__goal_probs_2","results__|__goal_probs_3","results__|__goal_probs_4","results__|__reward_score","results__|__time_spent","results__|__timestep","results__|__true_goal_probs","results__a"
"","","0","0","0","0","1","0.4","43.272","3","0",""
"","","0","0","0","0","1","0.4","19.058","4","0",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","16.488","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","9.215","6","0.2",""
"","","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.3333333333333333","0.16666666666666666","1.1333333333333333","12.665","7","0.3333333333333333",""
"","","0.3333333333333333","0","0","0.6666666666666666","0","1.7999999999999998","13.216","8","0.6666666666666666",""
"","","0","0","0","1","0","2.8","7.48","9","1",""
"","","0","0","0","1","0","3.8","4.663","10","1",""
"","1607116360089_tutorial","0.4166666666666667","0.041666666666666664","0.20833333333333334","0.20833333333333334","0.125","0.4166666666666667","0","1","0.4166666666666667",""
"","","0.6666666666666666","0.3333333333333333","0","0","0","1.0833333333333333","0","2","0.6666666666666666",""
"","","0.6666666666666666","0.3333333333333333","0","0","0","1.75","0","3","0.6666666666666666",""
"","","0.5","0.5","0","0","0","2.25","0","4","0.5",""
"","","0.5","0.5","0","0","0","2.75","0","5","0.5",""
"","","0.6666666666666666","0.3333333333333333","0","0","0","3.4166666666666665","0","6","0.6666666666666666",""
"","","0.6666666666666666","0.3333333333333333","0","0","0","4.083333333333333","0","7","0.6666666666666666",""
"","1607116484782_problem_0_4","0.2903225806451613","0.2903225806451613","0.16129032258064516","0.12903225806451613","0.12903225806451613","0.2903225806451613","0","1","0.2903225806451613",""
"","","0.5","0.5","0","0","0","0.7903225806451613","0","2","0.5",""
"","","0.5","0.5","0","0","0","1.2903225806451613","0","3","0.5",""
"","","0.5","0.5","0","0","0","1.7903225806451613","0","4","0.5",""
"","","0.5","0.5","0","0","0","2.290322580645161","0","5","0.5",""
"","","0.5","0.5","0","0","0","2.790322580645161","0","6","0.5",""
"","","0.5","0.5","0","0","0","3.290322580645161","0","7","0.5",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","7.789","1","0.2",""
"","","0.5","0.5","0","0","0","0.7","15.05","2","0.5",""
"","","0.5","0.5","0","0","0","1.2","7.106","3","0.5",""
"","","0.5","0.5","0","0","0","1.7","4.442","4","0.5",""
"","","0.5","0.5","0","0","0","2.2","4.105","5","0.5",""
"","","0.5","0.5","0","0","0","2.7","4.16","6","0.5",""
"","","0","1","0","0","0","3.7","6.444","7","1",""
"","","0","1","0","0","0","4.7","4.757","8","1",""
"","1607116484782_problem_2_3","0.2","0.2","0.2","0.2","0.2","0.2","10.266","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","10.264","2","0.2",""
"","","0","0","0","0","1","0.4","18.428","3","0",""
"","","1","0","0","0","0","0.4","8.136","4","0",""
"","","0","0","0","1","0","0.4","10.589","5","0",""
"","","0","0","0","1","0","0.4","3.303","6","0",""
"","","0.5","0","0.5","0","0","0.4","25.772","7","0",""
"","","0","1","0","0","0","1.4","10.212","8","1",""
"","","0","1","0","0","0","2.4","3.399","9","1",""
"","","0","1","0","0","0","3.4","3.601","10","1",""
"","1607116484782_problem_3_1","0.2","0.2","0.2","0.2","0.2","0.2","10.221","1","0.2",""
"","","0.3333333333333333","0","0","0.3333333333333333","0.3333333333333333","0.2","18.147","2","0",""
"","","0","0","0","1","0","0.2","16.608","3","0",""
"","","0","0.5","0.5","0","0","0.7","16.209","4","0.5",""
"","","0","0","1","0","0","0.7","15.066","5","0",""
"","","0","1","0","0","0","1.7","8.112","6","1",""
"","1607116484782_tutorial","0.2903225806451613","0.2903225806451613","0.16129032258064516","0.12903225806451613","0.12903225806451613","0.2903225806451613","0","1","0.2903225806451613",""
"","","0.5","0.5","0","0","0","0.7903225806451613","0","2","0.5",""
"","","0.5","0.5","0","0","0","1.2903225806451613","0","3","0.5",""
"","","0.5","0.5","0","0","0","1.7903225806451613","0","4","0.5",""
"","","0.5","0.5","0","0","0","2.290322580645161","0","5","0.5",""
"","","0.5","0.5","0","0","0","2.790322580645161","0","6","0.5",""
"","","0.5","0.5","0","0","0","3.290322580645161","0","7","0.5",""
"","1607116491165_problem_1_2","0.2","0.2","0.2","0.2","0.2","0.2","4.217","1","0.2",""
"","","0.25","0.25","0","0.25","0.25","0.45","6.551","2","0.25",""
"","","0.47058823529411764","0.5294117647058824","0","0","0","0.9794117647058824","16.404","3","0.5294117647058824",""
"","","0.5","0.5","0","0","0","1.4794117647058824","6.254","4","0.5",""
"","","0.5","0.5","0","0","0","1.9794117647058824","5.358","5","0.5",""
"","","0.5","0.5","0","0","0","2.4794117647058824","4.017","6","0.5",""
"","","0.47368421052631576","0.5263157894736842","0","0","0","3.0057275541795665","6.262","7","0.5263157894736842",""
"","1607116491165_problem_3_3","0.2","0.2","0.2","0.2","0.2","0.2","3.15","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","5.132","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","6.534","3","0.2",""
"","","0","0","0","0","1","1.6","9.886","4","1",""
"","","0","0","0","0","1","2.6","4.838","5","1",""
"","","0","0","0","0","1","3.6","4.322","6","1",""
"","","0","0","0","0","1","4.6","5.814","7","1",""
"","","0","0","0","0","1","5.6","4.14","8","1",""
"","","0","0","0","0","1","6.6","3.64","9","1",""
"","1607116491165_problem_4_4","0.4","0.4","0.1","0.05","0.05","0.4","0","1","0.4",""
"","","0.45","0.4","0.05","0.05","0.05","0.8500000000000001","0","2","0.45",""
"","","0.45","0.4","0.05","0.05","0.05","1.3","0","3","0.45",""
"","","0.45","0.4","0.05","0.05","0.05","1.75","0","4","0.45",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","2.2794117647058822","0","5","0.5294117647058824",""
"","","0.6","0.4","0","0","0","2.8794117647058823","0","6","0.6",""
"","","0.625","0.375","0","0","0","3.5044117647058823","0","7","0.625",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","3.448","1","0.2",""
"","","0.375","0","0","0.375","0.25","0.45","20.688","2","0.25",""
"","","0","0","0","0","1","1.45","12.324","3","1",""
"","","0","0","0","0","1","2.45","4.312","4","1",""
"","1607116491165_tutorial","0.4","0.4","0.1","0.05","0.05","0.4","0","1","0.4",""
"","","0.45","0.4","0.05","0.05","0.05","0.8500000000000001","0","2","0.45",""
"","","0.45","0.4","0.05","0.05","0.05","1.3","0","3","0.45",""
"","","0.45","0.4","0.05","0.05","0.05","1.75","0","4","0.45",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","2.2794117647058822","0","5","0.5294117647058824",""
"","","0.6","0.4","0","0","0","2.8794117647058823","0","6","0.6",""
"","","0.625","0.375","0","0","0","3.5044117647058823","0","7","0.625",""
"","1607116510666_problem_0_3","0.2413793103448276","0.2413793103448276","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.2413793103448276","0","1","0.2413793103448276",""
"","","0.19444444444444445","0.19444444444444445","0.19444444444444445","0.2222222222222222","0.19444444444444445","0.43582375478927204","0","2","0.19444444444444445",""
"","","0.2","0.2","0.2","0.2","0.2","0.635823754789272","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.835823754789272","0","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.035823754789272","0","5","0.2",""
"","","0.21951219512195122","0.1951219512195122","0.1951219512195122","0.1951219512195122","0.1951219512195122","1.255335949911223","0","6","0.21951219512195122",""
"","","0.23809523809523808","0.19047619047619047","0.19047619047619047","0.19047619047619047","0.19047619047619047","1.4934311880064612","0","7","0.23809523809523808",""
"","","0.2222222222222222","0.2222222222222222","0.18518518518518517","0.18518518518518517","0.18518518518518517","0.18518518518518517","6.254","1","0.18518518518518517",""
"","","0.2","0.2","0.2","0.2","0.2","0.3851851851851852","9.159","2","0.2",""
"","","0.22580645161290322","0.1935483870967742","0.1935483870967742","0.1935483870967742","0.1935483870967742","0.5787335722819593","7.754","3","0.1935483870967742",""
"","","0.21875","0.21875","0.1875","0.1875","0.1875","0.7662335722819593","15.528","4","0.1875",""
"","","0.21212121212121213","0.21212121212121213","0.18181818181818182","0.21212121212121213","0.18181818181818182","0.9480517541001412","10.847","5","0.18181818181818182",""
"","1607116510666_problem_2_2","0.21428571428571427","0.21428571428571427","0.17857142857142858","0.21428571428571427","0.17857142857142858","0.17857142857142858","5.288","1","0.17857142857142858",""
"","","0.21428571428571427","0.21428571428571427","0.17857142857142858","0.21428571428571427","0.17857142857142858","0.35714285714285715","3.752","2","0.17857142857142858",""
"","","0.2","0.23333333333333334","0.2","0.2","0.16666666666666666","0.5238095238095238","3.112","3","0.16666666666666666",""
"","","0.1935483870967742","0.22580645161290322","0.1935483870967742","0.22580645161290322","0.16129032258064516","0.685099846390169","14.904","4","0.16129032258064516",""
"","","0.22580645161290322","0.1935483870967742","0.22580645161290322","0.1935483870967742","0.16129032258064516","0.8463901689708141","4.656","5","0.16129032258064516",""
"","","0.23333333333333334","0.2","0.23333333333333334","0.16666666666666666","0.16666666666666666","1.0130568356374807","7.927","6","0.16666666666666666",""
"","","0.22580645161290322","0.1935483870967742","0.25806451612903225","0.16129032258064516","0.16129032258064516","1.174347158218126","2.896","7","0.16129032258064516",""
"","","0.1935483870967742","0.22580645161290322","0.25806451612903225","0.16129032258064516","0.16129032258064516","1.3356374807987712","4.28","8","0.16129032258064516",""
"","","0.18181818181818182","0.21212121212121213","0.24242424242424243","0.18181818181818182","0.18181818181818182","1.517455662616953","6.072","9","0.18181818181818182",""
"","","0.15625","0.21875","0.25","0.1875","0.1875","1.704955662616953","4.706","10","0.1875",""
"","1607116510666_problem_4_1","0.21428571428571427","0.21428571428571427","0.17857142857142858","0.21428571428571427","0.17857142857142858","0.21428571428571427","7.115","1","0.21428571428571427",""
"","","0.20689655172413793","0.20689655172413793","0.20689655172413793","0.20689655172413793","0.1724137931034483","0.4211822660098522","8.685","2","0.20689655172413793",""
"","","0.23333333333333334","0.2","0.2","0.16666666666666666","0.2","0.5878489326765188","5.783","3","0.16666666666666666",""
"","","0.20689655172413793","0.20689655172413793","0.20689655172413793","0.1724137931034483","0.20689655172413793","0.7602627257799671","4.72","4","0.1724137931034483",""
"","","0.22580645161290322","0.1935483870967742","0.1935483870967742","0.1935483870967742","0.1935483870967742","0.9538111128767413","7.417","5","0.1935483870967742",""
"","1607116510666_tutorial","0.2413793103448276","0.2413793103448276","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.2413793103448276","0","1","0.2413793103448276",""
"","","0.19444444444444445","0.19444444444444445","0.19444444444444445","0.2222222222222222","0.19444444444444445","0.43582375478927204","0","2","0.19444444444444445",""
"","","0.2","0.2","0.2","0.2","0.2","0.635823754789272","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.835823754789272","0","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.035823754789272","0","5","0.2",""
"","","0.21951219512195122","0.1951219512195122","0.1951219512195122","0.1951219512195122","0.1951219512195122","1.255335949911223","0","6","0.21951219512195122",""
"","","0.23809523809523808","0.19047619047619047","0.19047619047619047","0.19047619047619047","0.19047619047619047","1.4934311880064612","0","7","0.23809523809523808",""
"","1607116556585_problem_1_1","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","0","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","0","6","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","0","7","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","5.187","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","8.549","2","0.2",""
"","","0.5","0.5","0","0","0","0.9","10.375","3","0.5",""
"","","0.5","0.5","0","0","0","1.4","7.903","4","0.5",""
"","","0.5","0.5","0","0","0","1.9","6.677","5","0.5",""
"","","0.5","0.5","0","0","0","2.4","4.885","6","0.5",""
"","","1","0","0","0","0","3.4","4.902","7","1",""
"","1607116556585_problem_2_1","0.2","0.2","0.2","0.2","0.2","0.2","7.48","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","7.416","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","7.264","3","0.2",""
"","","0.375","0.375","0","0.125","0.125","0.9750000000000001","12.752","4","0.375",""
"","","0.375","0.375","0","0.125","0.125","1.35","5.524","5","0.375",""
"","","0.5","0.5","0","0","0","1.85","8.231","6","0.5",""
"","","0.2","0.8","0","0","0","2.6500000000000004","7.322","7","0.8",""
"","","0.25","0.75","0","0","0","3.4000000000000004","7.493","8","0.75",""
"","","0.25","0.75","0","0","0","4.15","5.453","9","0.75",""
"","","0.25","0.75","0","0","0","4.9","5.273","10","0.75",""
"","","0.4375","0.5625","0","0","0","5.4625","6.314","11","0.5625",""
"","","0.4375","0.5625","0","0","0","6.025","4.204","12","0.5625",""
"","","0","1","0","0","0","7.025","7.017","13","1",""
"","1607116556585_problem_3_4","0.2","0.2","0.2","0.2","0.2","0.2","9.673","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","5.836","2","0.2",""
"","","0.25","0.25","0.25","0.2","0.05","0.6000000000000001","13.949","3","0.2",""
"","","0.25","0.25","0.25","0.2","0.05","0.8","5.962","4","0.2",""
"","","0.2692307692307692","0.23076923076923078","0.19230769230769232","0.23076923076923078","0.07692307692307693","1.0307692307692309","10.694","5","0.23076923076923078",""
"","","0.2692307692307692","0.23076923076923078","0.19230769230769232","0.23076923076923078","0.07692307692307693","1.2615384615384617","5.853","6","0.23076923076923078",""
"","","0.2777777777777778","0.1111111111111111","0.1111111111111111","0.4444444444444444","0.05555555555555555","1.7059829059829061","10.649","7","0.4444444444444444",""
"","","0.2777777777777778","0.1111111111111111","0.1111111111111111","0.4444444444444444","0.05555555555555555","2.150427350427351","4.979","8","0.4444444444444444",""
"","","0.15384615384615385","0.07692307692307693","0.07692307692307693","0.6153846153846154","0.07692307692307693","2.765811965811966","6.937","9","0.6153846153846154",""
"","","0","0","0","1","0","3.765811965811966","7.415","10","1",""
"","1607116556585_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","0","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","0","6","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","0","7","0.2",""
"","1607116558958_problem_1_4","0.3333333333333333","0.5333333333333333","0","0.06666666666666667","0.06666666666666667","0.3333333333333333","0","1","0.3333333333333333",""
"","","0.47368421052631576","0.42105263157894735","0","0.05263157894736842","0.05263157894736842","0.8070175438596491","0","2","0.47368421052631576",""
"","","0.47368421052631576","0.42105263157894735","0","0.05263157894736842","0.05263157894736842","1.280701754385965","0","3","0.47368421052631576",""
"","","0.47368421052631576","0.42105263157894735","0","0.05263157894736842","0.05263157894736842","1.7543859649122806","0","4","0.47368421052631576",""
"","","0.5","0.5","0","0","0","2.254385964912281","0","5","0.5",""
"","","0.5555555555555556","0.4444444444444444","0","0","0","2.809941520467836","0","6","0.5555555555555556",""
"","","0.5555555555555556","0.4444444444444444","0","0","0","3.3654970760233915","0","7","0.5555555555555556",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","8.217","1","0.2",""
"","","0.2727272727272727","0.2727272727272727","0.15151515151515152","0.15151515151515152","0.15151515151515152","0.35151515151515156","9.632","2","0.15151515151515152",""
"","","0.23076923076923078","0.23076923076923078","0.1282051282051282","0.20512820512820512","0.20512820512820512","0.47972027972027975","10.464","3","0.1282051282051282",""
"","","0.23076923076923078","0.23076923076923078","0.1282051282051282","0.20512820512820512","0.20512820512820512","0.607925407925408","14.528","4","0.1282051282051282",""
"","","0","0","1","0","0","1.607925407925408","13.16","5","1",""
"","","0","0","1","0","0","2.607925407925408","21.952","6","1",""
"","1607116558958_problem_3_2","0.2","0.2","0.2","0.2","0.2","0.2","3.808","1","0.2",""
"","","0.1724137931034483","0.1724137931034483","0.3103448275862069","0.1724137931034483","0.1724137931034483","0.3724137931034483","12.849","2","0.1724137931034483",""
"","","0.2","0.2","0.2","0.2","0.2","0.5724137931034483","12.552","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.7724137931034483","20.272","4","0.2",""
"","","0.25925925925925924","0.18518518518518517","0.18518518518518517","0.18518518518518517","0.18518518518518517","1.0316730523627076","30.079","5","0.25925925925925924",""
"","","0.25925925925925924","0.18518518518518517","0.18518518518518517","0.18518518518518517","0.18518518518518517","1.2909323116219669","9.223","6","0.25925925925925924",""
"","","0.3103448275862069","0.1724137931034483","0.1724137931034483","0.1724137931034483","0.1724137931034483","1.6012771392081737","8.328","7","0.3103448275862069",""
"","","1","0","0","0","0","2.6012771392081735","9.961","8","1",""
"","","1","0","0","0","0","3.6012771392081735","3.912","9","1",""
"","","1","0","0","0","0","4.6012771392081735","7.159","10","1",""
"","1607116558958_problem_4_2","0.2","0.2","0.2","0.2","0.2","0.2","5.529","1","0.2",""
"","","0.16129032258064516","0.16129032258064516","0.16129032258064516","0.25806451612903225","0.25806451612903225","0.3612903225806452","10.215","2","0.16129032258064516",""
"","","0.4166666666666667","0.20833333333333334","0.375","0","0","0.7362903225806452","12.8","3","0.375",""
"","","0.47368421052631576","0","0.5263157894736842","0","0","1.2626061120543293","7.544","4","0.5263157894736842",""
"","1607116558958_tutorial","0.3333333333333333","0.5333333333333333","0","0.06666666666666667","0.06666666666666667","0.3333333333333333","0","1","0.3333333333333333",""
"","","0.47368421052631576","0.42105263157894735","0","0.05263157894736842","0.05263157894736842","0.8070175438596491","0","2","0.47368421052631576",""
"","","0.47368421052631576","0.42105263157894735","0","0.05263157894736842","0.05263157894736842","1.280701754385965","0","3","0.47368421052631576",""
"","","0.47368421052631576","0.42105263157894735","0","0.05263157894736842","0.05263157894736842","1.7543859649122806","0","4","0.47368421052631576",""
"","","0.5","0.5","0","0","0","2.254385964912281","0","5","0.5",""
"","","0.5555555555555556","0.4444444444444444","0","0","0","2.809941520467836","0","6","0.5555555555555556",""
"","","0.5555555555555556","0.4444444444444444","0","0","0","3.3654970760233915","0","7","0.5555555555555556",""
"","1607116912260_problem_0_2","0.19047619047619047","0.19047619047619047","0.21428571428571427","0.19047619047619047","0.21428571428571427","0.19047619047619047","9.847","1","0.19047619047619047",""
"","","0.19047619047619047","0.19047619047619047","0.21428571428571427","0.19047619047619047","0.21428571428571427","0.38095238095238093","0.994","2","0.19047619047619047",""
"","","0.19047619047619047","0.19047619047619047","0.21428571428571427","0.19047619047619047","0.21428571428571427","0.5714285714285714","0.809","3","0.19047619047619047",""
"","","0.19047619047619047","0.19047619047619047","0.21428571428571427","0.19047619047619047","0.21428571428571427","0.7619047619047619","0.774","4","0.19047619047619047",""
"","1607116912260_problem_2_4","0.2631578947368421","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.2631578947368421","0","1","0.2631578947368421",""
"","","0.2631578947368421","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.5263157894736842","0","2","0.2631578947368421",""
"","","0.2631578947368421","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.7894736842105263","0","3","0.2631578947368421",""
"","","0.2631578947368421","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.18421052631578946","1.0526315789473684","0","4","0.2631578947368421",""
"","","0.24390243902439024","0.24390243902439024","0.17073170731707318","0.17073170731707318","0.17073170731707318","1.2965340179717586","0","5","0.24390243902439024",""
"","","0.24390243902439024","0.24390243902439024","0.17073170731707318","0.17073170731707318","0.17073170731707318","1.5404364569961488","0","6","0.24390243902439024",""
"","","0.24390243902439024","0.24390243902439024","0.17073170731707318","0.17073170731707318","0.17073170731707318","1.784338896020539","0","7","0.24390243902439024",""
"","","0.08823529411764706","0.17647058823529413","0.20588235294117646","0.2647058823529412","0.2647058823529412","0.2647058823529412","15.085","1","0.2647058823529412",""
"","","0.08823529411764706","0.17647058823529413","0.20588235294117646","0.2647058823529412","0.2647058823529412","0.5294117647058824","9.414","2","0.2647058823529412",""
"","","0.08823529411764706","0.17647058823529413","0.20588235294117646","0.2647058823529412","0.2647058823529412","0.7941176470588236","5.055","3","0.2647058823529412",""
"","","0.08823529411764706","0.17647058823529413","0.20588235294117646","0.2647058823529412","0.2647058823529412","1.0588235294117647","4.888","4","0.2647058823529412",""
"","","0.08823529411764706","0.17647058823529413","0.20588235294117646","0.2647058823529412","0.2647058823529412","1.3235294117647058","2.608","5","0.2647058823529412",""
"","","0.08823529411764706","0.17647058823529413","0.20588235294117646","0.2647058823529412","0.2647058823529412","1.588235294117647","1.445","6","0.2647058823529412",""
"","","0.08823529411764706","0.17647058823529413","0.20588235294117646","0.2647058823529412","0.2647058823529412","1.852941176470588","1.136","7","0.2647058823529412",""
"","","0.08823529411764706","0.17647058823529413","0.20588235294117646","0.2647058823529412","0.2647058823529412","2.1176470588235294","1.279","8","0.2647058823529412",""
"","1607116912260_problem_3_4","0.2","0.2","0.2","0.2","0.2","0.2","8.764","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","1.184","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0.772","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0.4","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","0.313","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","0.27","6","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","0.254","7","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.5999999999999999","0.907","8","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.7999999999999998","0.834","9","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.9999999999999998","1.156","10","0.2",""
"","1607116912260_tutorial","0.2631578947368421","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.2631578947368421","0","1","0.2631578947368421",""
"","","0.2631578947368421","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.5263157894736842","0","2","0.2631578947368421",""
"","","0.2631578947368421","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.7894736842105263","0","3","0.2631578947368421",""
"","","0.2631578947368421","0.18421052631578946","0.18421052631578946","0.18421052631578946","0.18421052631578946","1.0526315789473684","0","4","0.2631578947368421",""
"","","0.24390243902439024","0.24390243902439024","0.17073170731707318","0.17073170731707318","0.17073170731707318","1.2965340179717586","0","5","0.24390243902439024",""
"","","0.24390243902439024","0.24390243902439024","0.17073170731707318","0.17073170731707318","0.17073170731707318","1.5404364569961488","0","6","0.24390243902439024",""
"","","0.24390243902439024","0.24390243902439024","0.17073170731707318","0.17073170731707318","0.17073170731707318","1.784338896020539","0","7","0.24390243902439024",""
"","1607116920161_problem_0_1","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2413793103448276","0.20689655172413793","0.06896551724137931","0.2413793103448276","0.2413793103448276","0.4413793103448276","0","2","0.2413793103448276",""
"","","0.2413793103448276","0.20689655172413793","0.06896551724137931","0.2413793103448276","0.2413793103448276","0.6827586206896552","0","3","0.2413793103448276",""
"","","0.2413793103448276","0.20689655172413793","0.06896551724137931","0.2413793103448276","0.2413793103448276","0.9241379310344828","0","4","0.2413793103448276",""
"","","0.45","0.45","0","0.05","0.05","1.3741379310344828","0","5","0.45",""
"","","0.47368421052631576","0.42105263157894735","0","0.05263157894736842","0.05263157894736842","1.8478221415607985","0","6","0.47368421052631576",""
"","","1","0","0","0","0","2.8478221415607985","0","7","1",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","15.17","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","11.734","2","0.2",""
"","","0.125","0.16666666666666666","0.041666666666666664","0.3333333333333333","0.3333333333333333","0.7333333333333334","16.699","3","0.3333333333333333",""
"","","0.05","0.05","0","0.45","0.45","1.1833333333333333","7.917","4","0.45",""
"","","0","0","0","0.5","0.5","1.6833333333333333","7.107","5","0.5",""
"","","0","0","0","1","0","2.6833333333333336","6.961","6","1",""
"","1607116920161_problem_1_3","0.2","0.2","0.2","0.2","0.2","0.2","9.848","1","0.2",""
"","","0","0","0","0.5","0.5","0.7","13.391","2","0.5",""
"","","0.2608695652173913","0.21739130434782608","0.13043478260869565","0.21739130434782608","0.17391304347826086","0.917391304347826","16.885","3","0.21739130434782608",""
"","","0.2692307692307692","0.2692307692307692","0.11538461538461539","0.19230769230769232","0.15384615384615385","1.1096989966555184","8.333","4","0.19230769230769232",""
"","","0","0","0","0.5","0.5","1.6096989966555184","18.242","5","0.5",""
"","","0","0","0","0.5","0.5","2.1096989966555184","6.503","6","0.5",""
"","","0","0","0","0.5","0.5","2.6096989966555184","4.625","7","0.5",""
"","1607116920161_problem_4_3","0.2","0.2","0.2","0.2","0.2","0.2","11.517","1","0.2",""
"","","0.2413793103448276","0.034482758620689655","0.2413793103448276","0.2413793103448276","0.2413793103448276","0.4413793103448276","14.084","2","0.2413793103448276",""
"","","0.3333333333333333","0","0.3333333333333333","0","0.3333333333333333","0.7747126436781608","12.833","3","0.3333333333333333",""
"","","0","0","0","0","1","1.7747126436781608","7.063","4","1",""
"","1607116920161_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2413793103448276","0.20689655172413793","0.06896551724137931","0.2413793103448276","0.2413793103448276","0.4413793103448276","0","2","0.2413793103448276",""
"","","0.2413793103448276","0.20689655172413793","0.06896551724137931","0.2413793103448276","0.2413793103448276","0.6827586206896552","0","3","0.2413793103448276",""
"","","0.2413793103448276","0.20689655172413793","0.06896551724137931","0.2413793103448276","0.2413793103448276","0.9241379310344828","0","4","0.2413793103448276",""
"","","0.45","0.45","0","0.05","0.05","1.3741379310344828","0","5","0.45",""
"","","0.47368421052631576","0.42105263157894735","0","0.05263157894736842","0.05263157894736842","1.8478221415607985","0","6","0.47368421052631576",""
"","","1","0","0","0","0","2.8478221415607985","0","7","1",""
"","1607117172687_problem_0_3","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","0","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","0","6","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","0","7","0.2",""
"","","0.1951219512195122","0.1951219512195122","0.1951219512195122","0.21951219512195122","0.1951219512195122","0.1951219512195122","25.683","1","0.1951219512195122",""
"","","0.1951219512195122","0.1951219512195122","0.1951219512195122","0.21951219512195122","0.1951219512195122","0.3902439024390244","4.954","2","0.1951219512195122",""
"","","0.1951219512195122","0.1951219512195122","0.1951219512195122","0.21951219512195122","0.1951219512195122","0.5853658536585367","5.605","3","0.1951219512195122",""
"","","0.1951219512195122","0.1951219512195122","0.1951219512195122","0.21951219512195122","0.1951219512195122","0.7804878048780488","4.221","4","0.1951219512195122",""
