goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.2,0.2,0.2,0.2,0.2,0.2,7.7567,1
0.2617,0.1317,0.1033,0.2517,0.2517,0.1317,18.45,2
0.1683,0.135,0.09,0.465,0.1417,0.135,11.4967,3
0.0883,0.3567,0.34,0.1383,0.0767,0.3567,15.0533,4
0.0733,0.2533,0.5033,0.115,0.0533,0.2533,8.6783,5
0.04,0.755,0.16,0.0317,0.0133,0.755,10.3333,6
