goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.2557,0.2443,0.1843,0.1629,0.1529,0.2443,9.9586,1
0.5529,0.3757,0.0,0.0357,0.0357,0.3757,13.4214,2
0.6743,0.3257,0.0,0.0,0.0,0.3257,10.5343,3
0.67,0.33,0.0,0.0,0.0,0.33,5.29,4
0.6071,0.3929,0.0,0.0,0.0,0.3929,5.4129,5
0.5114,0.4886,0.0,0.0,0.0,0.4886,4.4443,6
0.2929,0.7071,0.0,0.0,0.0,0.7071,7.6857,7
