goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.1957,0.1714,0.2529,0.1929,0.1857,0.2529,13.52,1
0.3429,0.2743,0.1343,0.1314,0.1157,0.1343,11.4286,2
0.3157,0.1686,0.12,0.2014,0.1929,0.12,8.3186,3
0.2971,0.1543,0.2786,0.1386,0.13,0.2786,10.46,4
0.0586,0.0586,0.79,0.0514,0.0429,0.79,12.1014,5
0.0229,0.0229,0.9329,0.0157,0.0071,0.9329,7.6257,6
