goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0.2,0.2,0.2,0.2,0.2,0.2,3.93,0.4,1607114805281
0.24,0.05,0.05,0.43,0.24,0.43,23.68,0.63,1607115041322
0.2,0.2,0.2,0.2,0.2,0.2,3.6,0.4,1607115047337
0.22,0.19,0.26,0.15,0.19,0.15,6.7,0.3,1607115116358
0.2,0.2,0.2,0.2,0.2,0.2,4.2,0.4,1607115323722
0.31,0.16,0.16,0.16,0.22,0.16,4.83,0.32,1607115408614
0.15,0.18,0.26,0.21,0.21,0.21,36.52,0.34,1607115480159
0.2,0.2,0.2,0.2,0.2,0.2,5.29,0.4,1607115756133
0.12,0.24,0.24,0.24,0.18,0.24,11.82,0.37,1607115854486
0.16,0.23,0.23,0.23,0.16,0.23,13.17,0.45,1607116319376
0.2,0.2,0.2,0.2,0.2,0.2,15.91,0.4,1607116360089
0.2,0.2,0.2,0.2,0.2,0.2,5.84,0.4,1607116556585
0.2,0.2,0.2,0.2,0.2,0.2,1.18,0.4,1607116912260
0.2,0.2,0.2,0.2,0.2,0.2,1.32,0.4,1607117474340
0.2,0.2,0.2,0.2,0.2,0.2,3.69,0.4,1607118085484
0.09,0.23,0.23,0.23,0.23,0.23,27.32,0.43,1607118666465
0.21,0.19,0.21,0.19,0.21,0.19,1.23,0.37,1607121165107
0.18,0.18,0.21,0.21,0.21,0.21,8.74,0.42,1607125963924
0.2,0.2,0.2,0.2,0.2,0.2,6.0,0.4,1607129901627
