goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0.2,0.2,0.2,0.2,0.2,0.2,4.82,1.5,1607114805281
0,1,0,0,0,1,3.96,4.03,1607115041322
0.13,0.07,0.07,0.4,0.33,0.07,3.65,1.4,1607115408614
0.56,0.44,0,0,0,0.44,4.84,3.39,1607115756133
0.5,0.5,0,0,0,0.5,8.9,3.44,1607116319376
0.25,0.75,0,0,0,0.75,5.45,4.15,1607116556585
0,0.38,0.21,0.21,0.21,0.38,3.69,2.67,1607118085484
