goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0.12,0.29,0.12,0.18,0.29,0.29,18.53,0.94,1607115854486
0.18,0.18,0.29,0.18,0.18,0.18,11.28,0.77,1607116360089
0,0,0,0,1,1,22.25,2.33,1607118666465
0.33,0,0.33,0.33,0,0,35.12,0.6,1607129901627
