goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0,0,0,0,1,0,7.75,1.07,1607115176545
0,0,0,0.67,0.33,0,15.15,0.28,1607115360280
0,0.23,0.38,0.15,0.23,0.23,21.09,1.53,1607115985491
0.5,0,0.5,0,0,0,25.77,0.4,1607116484782
0.44,0.12,0,0.06,0.38,0.12,4.82,1.0,1607117862378
1,0,0,0,0,0,24.39,2.17,1607118747929
