goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.1325,0.1575,0.2425,0.2225,0.2475,0.2475,10.575,1
0.1475,0.2,0.21,0.2175,0.225,0.225,15.0625,2
0.1625,0.195,0.155,0.1625,0.32,0.32,20.285,3
0.1575,0.1175,0.185,0.1725,0.3675,0.3675,21.795,4
0.16,0.03,0.16,0.1125,0.5375,0.5375,11.6575,5
0.125,0.035,0.1425,0.1175,0.5775,0.5775,13.625,6
0.0,0.0,0.0,0.0,1.0,1.0,12.0175,7
0.0,0.0,0.0,0.0,1.0,1.0,5.055,8
