goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0,0,0,1,0,1,13.79,1.2,1607115035927
0,0,1,0,0,0,7.42,0,1607115177638
0,0,1,0,0,0,23.53,0.2,1607115376410
0.2,0.2,0.2,0.2,0.2,0.2,10.57,0.4,1607115664898
0.07,0.03,0.34,0.28,0.28,0.28,8.74,0.55,1607116125693
0.3,0.3,0.3,0.05,0.05,0.05,44.5,0.25,1607118786567
0.06,0.31,0.25,0.31,0.06,0.31,16.66,0.6,1607120613621
0.12,0.12,0,0.38,0.38,0.38,13.95,0.69,1607123074097
