goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0,0,1,0,0,1,13.19,3.13,1607115046520
0,0,1,0,0,1,4.0,2.8,1607115097420
0,0,1,0,0,1,5.71,3.2,1607115486517
0,0,1,0,0,1,5.17,2.8,1607115775262
0,0,1,0,0,1,12.73,2.6,1607116335649
0,0,1,0,0,1,21.95,2.61,1607116558958
0.22,0.14,0.28,0.22,0.14,0.28,7.35,1.24,1607117492816
0,0,1,0,0,1,8.67,1.2,1607118182890
0.16,0.16,0.53,0.11,0.05,0.53,3.91,1.82,1607121550937
0.25,0.12,0.25,0.12,0.25,0.25,5.33,1.1,1607126650608
