goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0,0.33,0.33,0.33,0,0,9.21,0.6,1607114805281
0.17,0.12,0.17,0.38,0.17,0.17,20.27,0.64,1607115041322
0.15,0.22,0.07,0.3,0.26,0.15,14.03,1.4,1607115408614
0.41,0.41,0.06,0.06,0.06,0.41,14.65,1.01,1607115756133
0.27,0.27,0.15,0.15,0.15,0.27,20.33,0.99,1607116319376
0.5,0.5,0,0,0,0.5,7.9,1.4,1607116556585
0.2,0.2,0.2,0.2,0.2,0.2,4.31,0.8,1607117474340
0.2,0.2,0.2,0.2,0.2,0.2,3.87,0.8,1607118085484
0.21,0.17,0.21,0.21,0.19,0.21,11.91,0.92,1607121165107
0.18,0.18,0.23,0.21,0.21,0.18,13.39,0.74,1607125963924
