goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0,0,0,0,1,1,4.44,5.69,1607115037759
0,0,0,0,1,1,5.36,4.6,1607115069598
0,0,0,0,1,1,5.83,3.5,1607115201867
0,0,0,0,1,1,6.06,6.87,1607115406142
0,0,0,0,1,1,4.83,4.98,1607115665561
0,0,0,0,1,1,3.64,6.6,1607116491165
0,0,0,0,1,1,4.4,5.9,1607124046234
