goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0,1,0,0,0,1,1.92,3.9,1607115176545
0.33,0.67,0,0,0,0.67,5.61,2.97,1607115360280
0.33,0.67,0,0,0,0.67,5.62,2.8,1607115985491
0,1,0,0,0,1,6.44,3.7,1607116484782
0.5,0.5,0,0,0,0.5,7.7,1.42,1607117862378
0.5,0.5,0,0,0,0.5,16.6,2.62,1607118747929
