goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,timestep
0.21,0.22,0.2314,0.1629,0.1729,0.1729,10.23,1
0.2443,0.1843,0.1957,0.1814,0.1914,0.1914,16.1843,2
0.22,0.1529,0.1643,0.2243,0.2343,0.2343,10.96,3
0.0686,0.0686,0.0586,0.22,0.5829,0.5829,13.7186,4
0.1014,0.03,0.0214,0.3929,0.4529,0.4529,7.2971,5
0.0114,0.0114,0.0114,0.0957,0.8686,0.8686,8.19,6
0.0114,0.0114,0.0114,0.0243,0.94,0.94,7.5643,7
0.0,0.0,0.0,0.0,1.0,1.0,5.4057,8
0.0,0.0,0.0,0.0,1.0,1.0,4.9371,9
