goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,time_spent,reward_score,user_id
0.2,0.2,0.2,0.2,0.2,0.2,33.23,0.2,1607115035927
0.2,0.2,0.2,0.2,0.2,0.2,7.89,0.2,1607115070015
0,0,1,0,0,0,15.94,0,1607115177638
0.2,0.2,0.2,0.2,0.2,0.2,5.26,0.2,1607115376410
0.2,0.2,0.2,0.2,0.2,0.2,16.31,0.2,1607115664898
0.07,0.03,0.34,0.28,0.28,0.28,19.8,0.28,1607116125693
0.21,0.21,0.18,0.21,0.18,0.21,7.12,0.21,1607116510666
0.19,0.21,0.19,0.21,0.19,0.21,33.23,0.21,1607117172687
0.2,0.2,0.2,0.2,0.2,0.2,5.22,0.2,1607117907163
0.2,0.2,0.2,0.2,0.2,0.2,21.32,0.2,1607118786567
0.21,0.14,0.21,0.29,0.14,0.29,14.37,0.29,1607120613621
0.19,0.19,0,0.31,0.31,0.31,21.2,0.31,1607123074097
